subject,class,object-countability,counted-entities,pair,rating
59d0d2f54f2d3d0001d8e04f,object,countable,subkind,dish-china,4
6107b36f1e447f3291ffb10c,object,countable,subkind,dish-china,6
5c52b7e6251e080001c0c794,object,countable,subkind,dish-china,6
60c10f25b2abc02cc4c6a8ff,object,countable,subkind,dish-china,1
5afc1c1c96a88e0001ff1c01,object,countable,subkind,dish-china,3
5ce7d6b62e037a0015e7333c,object,countable,subkind,dish-china,2
5fd09d8f70475f0260720162,object,countable,subkind,dish-china,5
60fd47060f9034b90c94ac08,object,countable,subkind,dish-china,6
60565342bf35f1e7658b3458,object,countable,subkind,dish-china,3
603eafab982298f40bfe9120,object,countable,subkind,dish-china,4
5f91a37ee40e04036b0ee45b,object,countable,subkind,dish-china,5
614dbfd84002a61c075c791c,object,countable,subkind,dish-china,1
60a5552c08038da921d5e7d1,object,countable,subkind,dish-china,6
5d41ef9d57382300015d1564,object,countable,subkind,dish-china,4
5955578c868d3100010cfa1a,object,countable,subkind,container-plasticware,1
5b5e597d4e945800017dda68,object,countable,subkind,container-plasticware,1
5f0f8ca8356665165fe18328,object,countable,subkind,container-plasticware,5
5bc4784e85214800017d8c1a,object,countable,subkind,container-plasticware,4
5bfb245c26e31d0001048012,object,countable,subkind,container-plasticware,2
60ee1474e6467957994ce2ff,object,countable,subkind,container-plasticware,4
61012b949abec48d9755d6c6,object,countable,subkind,container-plasticware,2
5ced28579d75d000011572be,object,countable,subkind,container-plasticware,3
5e20b67d1bad6c3c1af25ded,object,countable,subkind,container-plasticware,7
5f3013e31c8a690aacb02c31,object,countable,subkind,container-plasticware,1
5fcead109898cb1466641f65,object,countable,subkind,container-plasticware,5
61542508e4600733844ab8af,object,countable,subkind,container-plasticware,1
5f5fc58bfcb0db07c6c64d9e,object,countable,subkind,container-plasticware,3
605c587ecafedbb7875df03c,object,countable,subkind,container-plasticware,5
5e384b1b6652df02300bbb15,object,countable,subkind,container-plasticware,7
61220eed4945bed49e30ed10,object,countable,subkind,container-plasticware,6
59d0d2f54f2d3d0001d8e04f,object,countable,subkind,container-plasticware,6
6107b36f1e447f3291ffb10c,object,countable,subkind,container-plasticware,3
5c52b7e6251e080001c0c794,object,countable,subkind,container-plasticware,1
60c10f25b2abc02cc4c6a8ff,object,countable,subkind,container-plasticware,6
5afc1c1c96a88e0001ff1c01,object,countable,subkind,container-plasticware,5
5ce7d6b62e037a0015e7333c,object,countable,subkind,container-plasticware,2
5fd09d8f70475f0260720162,object,countable,subkind,container-plasticware,1
60fd47060f9034b90c94ac08,object,countable,subkind,container-plasticware,3
60565342bf35f1e7658b3458,object,countable,subkind,container-plasticware,6
603eafab982298f40bfe9120,object,countable,subkind,container-plasticware,1
5f91a37ee40e04036b0ee45b,object,countable,subkind,container-plasticware,3
614dbfd84002a61c075c791c,object,countable,subkind,container-plasticware,3
60a5552c08038da921d5e7d1,object,countable,subkind,container-plasticware,6
5d41ef9d57382300015d1564,object,countable,subkind,container-plasticware,5
5955578c868d3100010cfa1a,object,uncountable,subkind,bullet-ammunition,1
5b5e597d4e945800017dda68,object,uncountable,subkind,bullet-ammunition,5
5f0f8ca8356665165fe18328,object,uncountable,subkind,bullet-ammunition,5
5bc4784e85214800017d8c1a,object,uncountable,subkind,bullet-ammunition,2
5bfb245c26e31d0001048012,object,uncountable,subkind,bullet-ammunition,3
60ee1474e6467957994ce2ff,object,uncountable,subkind,bullet-ammunition,6
61012b949abec48d9755d6c6,object,uncountable,subkind,bullet-ammunition,5
5ced28579d75d000011572be,object,uncountable,subkind,bullet-ammunition,3
5e20b67d1bad6c3c1af25ded,object,uncountable,subkind,bullet-ammunition,1
5f3013e31c8a690aacb02c31,object,uncountable,subkind,bullet-ammunition,6
5fcead109898cb1466641f65,object,uncountable,subkind,bullet-ammunition,6
61542508e4600733844ab8af,object,uncountable,subkind,bullet-ammunition,5
5f5fc58bfcb0db07c6c64d9e,object,uncountable,subkind,bullet-ammunition,4
605c587ecafedbb7875df03c,object,uncountable,subkind,bullet-ammunition,6
5e384b1b6652df02300bbb15,object,uncountable,subkind,bullet-ammunition,3
61220eed4945bed49e30ed10,object,uncountable,subkind,bullet-ammunition,6
59d0d2f54f2d3d0001d8e04f,object,uncountable,subkind,bullet-ammunition,1
6107b36f1e447f3291ffb10c,object,uncountable,subkind,bullet-ammunition,3
5c52b7e6251e080001c0c794,object,uncountable,subkind,bullet-ammunition,6
60c10f25b2abc02cc4c6a8ff,object,uncountable,subkind,bullet-ammunition,6
5afc1c1c96a88e0001ff1c01,object,uncountable,subkind,bullet-ammunition,1
5ce7d6b62e037a0015e7333c,object,uncountable,subkind,bullet-ammunition,4
5fd09d8f70475f0260720162,object,uncountable,subkind,bullet-ammunition,2
60fd47060f9034b90c94ac08,object,uncountable,subkind,bullet-ammunition,7
60565342bf35f1e7658b3458,object,uncountable,subkind,bullet-ammunition,6
603eafab982298f40bfe9120,object,uncountable,subkind,bullet-ammunition,4
5f91a37ee40e04036b0ee45b,object,uncountable,subkind,bullet-ammunition,1
614dbfd84002a61c075c791c,object,uncountable,subkind,bullet-ammunition,6
60a5552c08038da921d5e7d1,object,uncountable,subkind,bullet-ammunition,7
5d41ef9d57382300015d1564,object,uncountable,subkind,bullet-ammunition,7
5955578c868d3100010cfa1a,object,uncountable,subkind,good-merchandise,7
5b5e597d4e945800017dda68,object,uncountable,subkind,good-merchandise,7
5f0f8ca8356665165fe18328,object,uncountable,subkind,good-merchandise,5
5bc4784e85214800017d8c1a,object,uncountable,subkind,good-merchandise,7
5bfb245c26e31d0001048012,object,uncountable,subkind,good-merchandise,5
60ee1474e6467957994ce2ff,object,uncountable,subkind,good-merchandise,7
61012b949abec48d9755d6c6,object,uncountable,subkind,good-merchandise,2
5ced28579d75d000011572be,object,uncountable,subkind,good-merchandise,6
5e20b67d1bad6c3c1af25ded,object,uncountable,subkind,good-merchandise,7
5f3013e31c8a690aacb02c31,object,uncountable,subkind,good-merchandise,6
5fcead109898cb1466641f65,object,uncountable,subkind,good-merchandise,6
61542508e4600733844ab8af,object,uncountable,subkind,good-merchandise,5
5f5fc58bfcb0db07c6c64d9e,object,uncountable,subkind,good-merchandise,6
605c587ecafedbb7875df03c,object,uncountable,subkind,good-merchandise,3
5e384b1b6652df02300bbb15,object,uncountable,subkind,good-merchandise,3
61220eed4945bed49e30ed10,object,uncountable,subkind,good-merchandise,6
59d0d2f54f2d3d0001d8e04f,object,uncountable,subkind,good-merchandise,7
6107b36f1e447f3291ffb10c,object,uncountable,subkind,good-merchandise,2
5c52b7e6251e080001c0c794,object,uncountable,subkind,good-merchandise,7
60c10f25b2abc02cc4c6a8ff,object,uncountable,subkind,good-merchandise,7
5afc1c1c96a88e0001ff1c01,object,uncountable,subkind,good-merchandise,6
5ce7d6b62e037a0015e7333c,object,uncountable,subkind,good-merchandise,4
5fd09d8f70475f0260720162,object,uncountable,subkind,good-merchandise,3
60fd47060f9034b90c94ac08,object,uncountable,subkind,good-merchandise,7
60565342bf35f1e7658b3458,object,uncountable,subkind,good-merchandise,6
603eafab982298f40bfe9120,object,uncountable,subkind,good-merchandise,3
5f91a37ee40e04036b0ee45b,object,uncountable,subkind,good-merchandise,7
614dbfd84002a61c075c791c,object,uncountable,subkind,good-merchandise,3
60a5552c08038da921d5e7d1,object,uncountable,subkind,good-merchandise,4
5d41ef9d57382300015d1564,object,uncountable,subkind,good-merchandise,4
5955578c868d3100010cfa1a,object,uncountable,subkind,sports-garment-sportswear,7
5b5e597d4e945800017dda68,object,uncountable,subkind,sports-garment-sportswear,7
5f0f8ca8356665165fe18328,object,uncountable,subkind,sports-garment-sportswear,6
5bc4784e85214800017d8c1a,object,uncountable,subkind,sports-garment-sportswear,1
5bfb245c26e31d0001048012,object,uncountable,subkind,sports-garment-sportswear,7
60ee1474e6467957994ce2ff,object,uncountable,subkind,sports-garment-sportswear,7
61012b949abec48d9755d6c6,object,uncountable,subkind,sports-garment-sportswear,3
5ced28579d75d000011572be,object,uncountable,subkind,sports-garment-sportswear,6
5e20b67d1bad6c3c1af25ded,object,uncountable,subkind,sports-garment-sportswear,7
5f3013e31c8a690aacb02c31,object,uncountable,subkind,sports-garment-sportswear,7
5fcead109898cb1466641f65,object,uncountable,subkind,sports-garment-sportswear,7
61542508e4600733844ab8af,object,uncountable,subkind,sports-garment-sportswear,7
5f5fc58bfcb0db07c6c64d9e,object,uncountable,subkind,sports-garment-sportswear,1
605c587ecafedbb7875df03c,object,uncountable,subkind,sports-garment-sportswear,1
5e384b1b6652df02300bbb15,object,uncountable,subkind,sports-garment-sportswear,7
61220eed4945bed49e30ed10,object,uncountable,subkind,sports-garment-sportswear,5
59d0d2f54f2d3d0001d8e04f,object,uncountable,subkind,sports-garment-sportswear,4
6107b36f1e447f3291ffb10c,object,uncountable,subkind,sports-garment-sportswear,4
5c52b7e6251e080001c0c794,object,uncountable,subkind,sports-garment-sportswear,7
60c10f25b2abc02cc4c6a8ff,object,uncountable,subkind,sports-garment-sportswear,6
5afc1c1c96a88e0001ff1c01,object,uncountable,subkind,sports-garment-sportswear,5
5ce7d6b62e037a0015e7333c,object,uncountable,subkind,sports-garment-sportswear,7
5fd09d8f70475f0260720162,object,uncountable,subkind,sports-garment-sportswear,6
60fd47060f9034b90c94ac08,object,uncountable,subkind,sports-garment-sportswear,7
60565342bf35f1e7658b3458,object,uncountable,subkind,sports-garment-sportswear,3
603eafab982298f40bfe9120,object,uncountable,subkind,sports-garment-sportswear,3
5f91a37ee40e04036b0ee45b,object,uncountable,subkind,sports-garment-sportswear,7
614dbfd84002a61c075c791c,object,uncountable,subkind,sports-garment-sportswear,2
60a5552c08038da921d5e7d1,object,uncountable,subkind,sports-garment-sportswear,5
5d41ef9d57382300015d1564,object,uncountable,subkind,sports-garment-sportswear,4
5955578c868d3100010cfa1a,object,uncountable,subkind,product-stock,7
5b5e597d4e945800017dda68,object,uncountable,subkind,product-stock,7
5f0f8ca8356665165fe18328,object,uncountable,subkind,product-stock,5
5bc4784e85214800017d8c1a,object,uncountable,subkind,product-stock,6
5bfb245c26e31d0001048012,object,uncountable,subkind,product-stock,6
60ee1474e6467957994ce2ff,object,uncountable,subkind,product-stock,2
61012b949abec48d9755d6c6,object,uncountable,subkind,product-stock,2
5ced28579d75d000011572be,object,uncountable,subkind,product-stock,6
5e20b67d1bad6c3c1af25ded,object,uncountable,subkind,product-stock,7
5f3013e31c8a690aacb02c31,object,uncountable,subkind,product-stock,5
5fcead109898cb1466641f65,object,uncountable,subkind,product-stock,2
61542508e4600733844ab8af,object,uncountable,subkind,product-stock,6
5f5fc58bfcb0db07c6c64d9e,object,uncountable,subkind,product-stock,7
605c587ecafedbb7875df03c,object,uncountable,subkind,product-stock,5
5e384b1b6652df02300bbb15,object,uncountable,subkind,product-stock,2
61220eed4945bed49e30ed10,object,uncountable,subkind,product-stock,7
59d0d2f54f2d3d0001d8e04f,object,uncountable,subkind,product-stock,7
6107b36f1e447f3291ffb10c,object,uncountable,subkind,product-stock,1
5c52b7e6251e080001c0c794,object,uncountable,subkind,product-stock,7
60c10f25b2abc02cc4c6a8ff,object,uncountable,subkind,product-stock,3
5afc1c1c96a88e0001ff1c01,object,uncountable,subkind,product-stock,6
5ce7d6b62e037a0015e7333c,object,uncountable,subkind,product-stock,1
5fd09d8f70475f0260720162,object,uncountable,subkind,product-stock,6
60fd47060f9034b90c94ac08,object,uncountable,subkind,product-stock,6
60565342bf35f1e7658b3458,object,uncountable,subkind,product-stock,5
603eafab982298f40bfe9120,object,uncountable,subkind,product-stock,4
5f91a37ee40e04036b0ee45b,object,uncountable,subkind,product-stock,7
614dbfd84002a61c075c791c,object,uncountable,subkind,product-stock,4
60a5552c08038da921d5e7d1,object,uncountable,subkind,product-stock,7
5d41ef9d57382300015d1564,object,uncountable,subkind,product-stock,3
5955578c868d3100010cfa1a,object,uncountable,subkind,glass-glassware,7
5b5e597d4e945800017dda68,object,uncountable,subkind,glass-glassware,1
5f0f8ca8356665165fe18328,object,uncountable,subkind,glass-glassware,2
5bc4784e85214800017d8c1a,object,uncountable,subkind,glass-glassware,4
5bfb245c26e31d0001048012,object,uncountable,subkind,glass-glassware,6
60ee1474e6467957994ce2ff,object,uncountable,subkind,glass-glassware,4
61012b949abec48d9755d6c6,object,uncountable,subkind,glass-glassware,1
5ced28579d75d000011572be,object,uncountable,subkind,glass-glassware,2
5e20b67d1bad6c3c1af25ded,object,uncountable,subkind,glass-glassware,7
5f3013e31c8a690aacb02c31,object,uncountable,subkind,glass-glassware,1
5fcead109898cb1466641f65,object,uncountable,subkind,glass-glassware,1
61542508e4600733844ab8af,object,uncountable,subkind,glass-glassware,2
5f5fc58bfcb0db07c6c64d9e,object,uncountable,subkind,glass-glassware,1
605c587ecafedbb7875df03c,object,uncountable,subkind,glass-glassware,2
5e384b1b6652df02300bbb15,object,uncountable,subkind,glass-glassware,1
61220eed4945bed49e30ed10,object,uncountable,subkind,glass-glassware,3
59d0d2f54f2d3d0001d8e04f,object,uncountable,subkind,glass-glassware,2
6107b36f1e447f3291ffb10c,object,uncountable,subkind,glass-glassware,1
5c52b7e6251e080001c0c794,object,uncountable,subkind,glass-glassware,3
60c10f25b2abc02cc4c6a8ff,object,uncountable,subkind,glass-glassware,1
5afc1c1c96a88e0001ff1c01,object,uncountable,subkind,glass-glassware,1
5ce7d6b62e037a0015e7333c,object,uncountable,subkind,glass-glassware,1
5fd09d8f70475f0260720162,object,uncountable,subkind,glass-glassware,3
60fd47060f9034b90c94ac08,object,uncountable,subkind,glass-glassware,3
60565342bf35f1e7658b3458,object,uncountable,subkind,glass-glassware,2
603eafab982298f40bfe9120,object,uncountable,subkind,glass-glassware,5
5f91a37ee40e04036b0ee45b,object,uncountable,subkind,glass-glassware,1
614dbfd84002a61c075c791c,object,uncountable,subkind,glass-glassware,1
60a5552c08038da921d5e7d1,object,uncountable,subkind,glass-glassware,2
5d41ef9d57382300015d1564,object,uncountable,subkind,glass-glassware,1
5955578c868d3100010cfa1a,substance,uncountable,subkind,beer,7
5b5e597d4e945800017dda68,substance,uncountable,subkind,beer,5
5f0f8ca8356665165fe18328,substance,uncountable,subkind,beer,6
5bc4784e85214800017d8c1a,substance,uncountable,subkind,beer,5
5bfb245c26e31d0001048012,substance,uncountable,subkind,beer,5
60ee1474e6467957994ce2ff,substance,uncountable,subkind,beer,1
61012b949abec48d9755d6c6,substance,uncountable,subkind,beer,5
5ced28579d75d000011572be,substance,uncountable,subkind,beer,6
5e20b67d1bad6c3c1af25ded,substance,uncountable,subkind,beer,7
5f3013e31c8a690aacb02c31,substance,uncountable,subkind,beer,7
5fcead109898cb1466641f65,substance,uncountable,subkind,beer,3
61542508e4600733844ab8af,substance,uncountable,subkind,beer,7
5f5fc58bfcb0db07c6c64d9e,substance,uncountable,subkind,beer,6
605c587ecafedbb7875df03c,substance,uncountable,subkind,beer,7
5e384b1b6652df02300bbb15,substance,uncountable,subkind,beer,2
61220eed4945bed49e30ed10,substance,uncountable,subkind,beer,4
59d0d2f54f2d3d0001d8e04f,substance,uncountable,subkind,beer,7
6107b36f1e447f3291ffb10c,substance,uncountable,subkind,beer,2
5c52b7e6251e080001c0c794,substance,uncountable,subkind,beer,7
60c10f25b2abc02cc4c6a8ff,substance,uncountable,subkind,beer,3
5afc1c1c96a88e0001ff1c01,substance,uncountable,subkind,beer,7
5ce7d6b62e037a0015e7333c,substance,uncountable,subkind,beer,3
5fd09d8f70475f0260720162,substance,uncountable,subkind,beer,5
60fd47060f9034b90c94ac08,substance,uncountable,subkind,beer,7
60565342bf35f1e7658b3458,substance,uncountable,subkind,beer,3
603eafab982298f40bfe9120,substance,uncountable,subkind,beer,4
5f91a37ee40e04036b0ee45b,substance,uncountable,subkind,beer,7
614dbfd84002a61c075c791c,substance,uncountable,subkind,beer,6
60a5552c08038da921d5e7d1,substance,uncountable,subkind,beer,5
5d41ef9d57382300015d1564,substance,uncountable,subkind,beer,7
5955578c868d3100010cfa1a,substance,uncountable,subkind,blood,7
5b5e597d4e945800017dda68,substance,uncountable,subkind,blood,7
5f0f8ca8356665165fe18328,substance,uncountable,subkind,blood,2
5bc4784e85214800017d8c1a,substance,uncountable,subkind,blood,6
5bfb245c26e31d0001048012,substance,uncountable,subkind,blood,6
60ee1474e6467957994ce2ff,substance,uncountable,subkind,blood,7
61012b949abec48d9755d6c6,substance,uncountable,subkind,blood,2
5ced28579d75d000011572be,substance,uncountable,subkind,blood,5
5e20b67d1bad6c3c1af25ded,substance,uncountable,subkind,blood,7
5f3013e31c8a690aacb02c31,substance,uncountable,subkind,blood,2
5fcead109898cb1466641f65,substance,uncountable,subkind,blood,3
61542508e4600733844ab8af,substance,uncountable,subkind,blood,6
5f5fc58bfcb0db07c6c64d9e,substance,uncountable,subkind,blood,1
605c587ecafedbb7875df03c,substance,uncountable,subkind,blood,5
5e384b1b6652df02300bbb15,substance,uncountable,subkind,blood,5
61220eed4945bed49e30ed10,substance,uncountable,subkind,blood,6
59d0d2f54f2d3d0001d8e04f,substance,uncountable,subkind,blood,7
6107b36f1e447f3291ffb10c,substance,uncountable,subkind,blood,1
5c52b7e6251e080001c0c794,substance,uncountable,subkind,blood,7
60c10f25b2abc02cc4c6a8ff,substance,uncountable,subkind,blood,1
5afc1c1c96a88e0001ff1c01,substance,uncountable,subkind,blood,1
5ce7d6b62e037a0015e7333c,substance,uncountable,subkind,blood,2
5fd09d8f70475f0260720162,substance,uncountable,subkind,blood,7
60fd47060f9034b90c94ac08,substance,uncountable,subkind,blood,6
60565342bf35f1e7658b3458,substance,uncountable,subkind,blood,1
603eafab982298f40bfe9120,substance,uncountable,subkind,blood,5
5f91a37ee40e04036b0ee45b,substance,uncountable,subkind,blood,6
614dbfd84002a61c075c791c,substance,uncountable,subkind,blood,2
60a5552c08038da921d5e7d1,substance,uncountable,subkind,blood,4
5d41ef9d57382300015d1564,substance,uncountable,subkind,blood,7
5955578c868d3100010cfa1a,substance,uncountable,subkind,water,7
5b5e597d4e945800017dda68,substance,uncountable,subkind,water,2
5f0f8ca8356665165fe18328,substance,uncountable,subkind,water,5
5bc4784e85214800017d8c1a,substance,uncountable,subkind,water,5
5bfb245c26e31d0001048012,substance,uncountable,subkind,water,5
60ee1474e6467957994ce2ff,substance,uncountable,subkind,water,7
61012b949abec48d9755d6c6,substance,uncountable,subkind,water,2
5ced28579d75d000011572be,substance,uncountable,subkind,water,6
5e20b67d1bad6c3c1af25ded,substance,uncountable,subkind,water,7
5f3013e31c8a690aacb02c31,substance,uncountable,subkind,water,5
5fcead109898cb1466641f65,substance,uncountable,subkind,water,3
61542508e4600733844ab8af,substance,uncountable,subkind,water,6
5f5fc58bfcb0db07c6c64d9e,substance,uncountable,subkind,water,3
605c587ecafedbb7875df03c,substance,uncountable,subkind,water,7
5e384b1b6652df02300bbb15,substance,uncountable,subkind,water,3
61220eed4945bed49e30ed10,substance,uncountable,subkind,water,6
59d0d2f54f2d3d0001d8e04f,substance,uncountable,subkind,water,7
6107b36f1e447f3291ffb10c,substance,uncountable,subkind,water,4
5c52b7e6251e080001c0c794,substance,uncountable,subkind,water,7
60c10f25b2abc02cc4c6a8ff,substance,uncountable,subkind,water,1
5afc1c1c96a88e0001ff1c01,substance,uncountable,subkind,water,4
5ce7d6b62e037a0015e7333c,substance,uncountable,subkind,water,1
5fd09d8f70475f0260720162,substance,uncountable,subkind,water,5
60fd47060f9034b90c94ac08,substance,uncountable,subkind,water,5
60565342bf35f1e7658b3458,substance,uncountable,subkind,water,1
603eafab982298f40bfe9120,substance,uncountable,subkind,water,2
5f91a37ee40e04036b0ee45b,substance,uncountable,subkind,water,7
614dbfd84002a61c075c791c,substance,uncountable,subkind,water,2
60a5552c08038da921d5e7d1,substance,uncountable,subkind,water,4
5d41ef9d57382300015d1564,substance,uncountable,subkind,water,6
5955578c868d3100010cfa1a,substance,uncountable,subkind,coffee,1
5b5e597d4e945800017dda68,substance,uncountable,subkind,coffee,7
5f0f8ca8356665165fe18328,substance,uncountable,subkind,coffee,5
5bc4784e85214800017d8c1a,substance,uncountable,subkind,coffee,4
5bfb245c26e31d0001048012,substance,uncountable,subkind,coffee,5
60ee1474e6467957994ce2ff,substance,uncountable,subkind,coffee,7
61012b949abec48d9755d6c6,substance,uncountable,subkind,coffee,2
5ced28579d75d000011572be,substance,uncountable,subkind,coffee,6
5e20b67d1bad6c3c1af25ded,substance,uncountable,subkind,coffee,7
5f3013e31c8a690aacb02c31,substance,uncountable,subkind,coffee,6
5fcead109898cb1466641f65,substance,uncountable,subkind,coffee,6
61542508e4600733844ab8af,substance,uncountable,subkind,coffee,7
5f5fc58bfcb0db07c6c64d9e,substance,uncountable,subkind,coffee,5
605c587ecafedbb7875df03c,substance,uncountable,subkind,coffee,7
5e384b1b6652df02300bbb15,substance,uncountable,subkind,coffee,7
61220eed4945bed49e30ed10,substance,uncountable,subkind,coffee,7
59d0d2f54f2d3d0001d8e04f,substance,uncountable,subkind,coffee,7
6107b36f1e447f3291ffb10c,substance,uncountable,subkind,coffee,3
5c52b7e6251e080001c0c794,substance,uncountable,subkind,coffee,7
60c10f25b2abc02cc4c6a8ff,substance,uncountable,subkind,coffee,1
5afc1c1c96a88e0001ff1c01,substance,uncountable,subkind,coffee,5
5ce7d6b62e037a0015e7333c,substance,uncountable,subkind,coffee,6
5fd09d8f70475f0260720162,substance,uncountable,subkind,coffee,7
60fd47060f9034b90c94ac08,substance,uncountable,subkind,coffee,6
60565342bf35f1e7658b3458,substance,uncountable,subkind,coffee,1
603eafab982298f40bfe9120,substance,uncountable,subkind,coffee,2
5f91a37ee40e04036b0ee45b,substance,uncountable,subkind,coffee,7
614dbfd84002a61c075c791c,substance,uncountable,subkind,coffee,7
60a5552c08038da921d5e7d1,substance,uncountable,subkind,coffee,5
5d41ef9d57382300015d1564,substance,uncountable,subkind,coffee,7
5955578c868d3100010cfa1a,substance,uncountable,subkind,soil,7
5b5e597d4e945800017dda68,substance,uncountable,subkind,soil,7
5f0f8ca8356665165fe18328,substance,uncountable,subkind,soil,5
5bc4784e85214800017d8c1a,substance,uncountable,subkind,soil,5
5bfb245c26e31d0001048012,substance,uncountable,subkind,soil,2
60ee1474e6467957994ce2ff,substance,uncountable,subkind,soil,2
61012b949abec48d9755d6c6,substance,uncountable,subkind,soil,4
5ced28579d75d000011572be,substance,uncountable,subkind,soil,6
5e20b67d1bad6c3c1af25ded,substance,uncountable,subkind,soil,7
5f3013e31c8a690aacb02c31,substance,uncountable,subkind,soil,4
5fcead109898cb1466641f65,substance,uncountable,subkind,soil,5
61542508e4600733844ab8af,substance,uncountable,subkind,soil,7
5f5fc58bfcb0db07c6c64d9e,substance,uncountable,subkind,soil,7
605c587ecafedbb7875df03c,substance,uncountable,subkind,soil,2
5e384b1b6652df02300bbb15,substance,uncountable,subkind,soil,7
61220eed4945bed49e30ed10,substance,uncountable,subkind,soil,4
59d0d2f54f2d3d0001d8e04f,substance,uncountable,subkind,soil,7
6107b36f1e447f3291ffb10c,substance,uncountable,subkind,soil,6
5c52b7e6251e080001c0c794,substance,uncountable,subkind,soil,7
60c10f25b2abc02cc4c6a8ff,substance,uncountable,subkind,soil,1
5afc1c1c96a88e0001ff1c01,substance,uncountable,subkind,soil,2
5ce7d6b62e037a0015e7333c,substance,uncountable,subkind,soil,3
5fd09d8f70475f0260720162,substance,uncountable,subkind,soil,7
60fd47060f9034b90c94ac08,substance,uncountable,subkind,soil,5
60565342bf35f1e7658b3458,substance,uncountable,subkind,soil,2
603eafab982298f40bfe9120,substance,uncountable,subkind,soil,2
5f91a37ee40e04036b0ee45b,substance,uncountable,subkind,soil,7
614dbfd84002a61c075c791c,substance,uncountable,subkind,soil,1
60a5552c08038da921d5e7d1,substance,uncountable,subkind,soil,6
5d41ef9d57382300015d1564,substance,uncountable,subkind,soil,5
5955578c868d3100010cfa1a,object,countable,object,garment-apparel,7
5b5e597d4e945800017dda68,object,countable,object,garment-apparel,7
5f0f8ca8356665165fe18328,object,countable,object,garment-apparel,6
5bc4784e85214800017d8c1a,object,countable,object,garment-apparel,4
5bfb245c26e31d0001048012,object,countable,object,garment-apparel,7
60ee1474e6467957994ce2ff,object,countable,object,garment-apparel,7
61012b949abec48d9755d6c6,object,countable,object,garment-apparel,3
5ced28579d75d000011572be,object,countable,object,garment-apparel,6
5e20b67d1bad6c3c1af25ded,object,countable,object,garment-apparel,7
5f3013e31c8a690aacb02c31,object,countable,object,garment-apparel,6
5fcead109898cb1466641f65,object,countable,object,garment-apparel,7
61542508e4600733844ab8af,object,countable,object,garment-apparel,5
5f5fc58bfcb0db07c6c64d9e,object,countable,object,garment-apparel,7
605c587ecafedbb7875df03c,object,countable,object,garment-apparel,7
5e384b1b6652df02300bbb15,object,countable,object,garment-apparel,3
61220eed4945bed49e30ed10,object,countable,object,garment-apparel,5
59d0d2f54f2d3d0001d8e04f,object,countable,object,garment-apparel,7
6107b36f1e447f3291ffb10c,object,countable,object,garment-apparel,4
5c52b7e6251e080001c0c794,object,countable,object,garment-apparel,6
60c10f25b2abc02cc4c6a8ff,object,countable,object,garment-apparel,6
5afc1c1c96a88e0001ff1c01,object,countable,object,garment-apparel,1
5ce7d6b62e037a0015e7333c,object,countable,object,garment-apparel,6
5fd09d8f70475f0260720162,object,countable,object,garment-apparel,5
60fd47060f9034b90c94ac08,object,countable,object,garment-apparel,6
60565342bf35f1e7658b3458,object,countable,object,garment-apparel,7
603eafab982298f40bfe9120,object,countable,object,garment-apparel,4
5f91a37ee40e04036b0ee45b,object,countable,object,garment-apparel,7
614dbfd84002a61c075c791c,object,countable,object,garment-apparel,4
60a5552c08038da921d5e7d1,object,countable,object,garment-apparel,7
5d41ef9d57382300015d1564,object,countable,object,garment-apparel,6
5955578c868d3100010cfa1a,object,countable,object,blanket-bedding,7
5b5e597d4e945800017dda68,object,countable,object,blanket-bedding,7
5f0f8ca8356665165fe18328,object,countable,object,blanket-bedding,7
5bc4784e85214800017d8c1a,object,countable,object,blanket-bedding,7
5bfb245c26e31d0001048012,object,countable,object,blanket-bedding,2
60ee1474e6467957994ce2ff,object,countable,object,blanket-bedding,7
61012b949abec48d9755d6c6,object,countable,object,blanket-bedding,5
5ced28579d75d000011572be,object,countable,object,blanket-bedding,5
5e20b67d1bad6c3c1af25ded,object,countable,object,blanket-bedding,7
5f3013e31c8a690aacb02c31,object,countable,object,blanket-bedding,7
5fcead109898cb1466641f65,object,countable,object,blanket-bedding,7
61542508e4600733844ab8af,object,countable,object,blanket-bedding,5
5f5fc58bfcb0db07c6c64d9e,object,countable,object,blanket-bedding,7
605c587ecafedbb7875df03c,object,countable,object,blanket-bedding,6
5e384b1b6652df02300bbb15,object,countable,object,blanket-bedding,7
61220eed4945bed49e30ed10,object,countable,object,blanket-bedding,7
59d0d2f54f2d3d0001d8e04f,object,countable,object,blanket-bedding,7
6107b36f1e447f3291ffb10c,object,countable,object,blanket-bedding,7
5c52b7e6251e080001c0c794,object,countable,object,blanket-bedding,6
60c10f25b2abc02cc4c6a8ff,object,countable,object,blanket-bedding,7
5afc1c1c96a88e0001ff1c01,object,countable,object,blanket-bedding,7
5ce7d6b62e037a0015e7333c,object,countable,object,blanket-bedding,7
5fd09d8f70475f0260720162,object,countable,object,blanket-bedding,7
60fd47060f9034b90c94ac08,object,countable,object,blanket-bedding,6
60565342bf35f1e7658b3458,object,countable,object,blanket-bedding,6
603eafab982298f40bfe9120,object,countable,object,blanket-bedding,6
5f91a37ee40e04036b0ee45b,object,countable,object,blanket-bedding,7
614dbfd84002a61c075c791c,object,countable,object,blanket-bedding,7
60a5552c08038da921d5e7d1,object,countable,object,blanket-bedding,7
5d41ef9d57382300015d1564,object,countable,object,blanket-bedding,6
